timestamp,active_UEs,duration
2025-02-21 12:10:45,1,0 days 00:10:00
2025-02-21 12:20:45,4,0 days 00:50:00
2025-02-21 13:10:45,2,0 days 00:10:00
2025-02-21 13:20:45,3,0 days 00:30:00
2025-02-21 13:50:45,4,0 days 00:20:00
2025-02-21 14:10:45,3,0 days 00:30:00
2025-02-21 14:40:45,2,0 days 00:10:00
2025-02-21 14:50:45,1,0 days 00:10:00
2025-02-21 15:00:45,3,0 days 01:00:00
2025-02-21 16:00:45,4,0 days 00:10:00
2025-02-21 16:10:45,3,0 days 00:40:00
2025-02-21 16:50:45,4,0 days 00:40:00
2025-02-21 17:30:45,3,0 days 00:20:00
2025-02-21 17:50:45,4,0 days 00:30:00
2025-02-21 18:20:45,3,0 days 00:30:00
2025-02-21 18:50:45,2,0 days 00:20:00
2025-02-21 19:10:45,3,0 days 00:40:00
2025-02-21 19:50:45,4,0 days 00:20:00
2025-02-21 20:10:45,3,0 days 00:40:00
2025-02-21 20:50:45,4,0 days 00:30:00
2025-02-21 21:20:45,3,0 days 00:40:00
2025-02-21 22:00:45,2,0 days 00:10:00
2025-02-21 22:10:45,3,0 days 00:20:00
2025-02-21 22:30:45,4,0 days 00:40:00
2025-02-21 23:10:45,3,0 days 00:30:00
2025-02-21 23:40:45,4,0 days 00:50:00
2025-02-22 00:30:45,3,0 days 00:10:00
2025-02-22 00:40:45,2,0 days 00:10:00
2025-02-22 00:50:45,3,0 days 00:30:00
2025-02-22 01:20:45,4,0 days 00:30:00
2025-02-22 01:50:45,3,0 days 00:40:00
2025-02-22 02:30:45,2,0 days 00:30:00
2025-02-22 03:00:45,3,0 days 01:20:00
2025-02-22 04:20:45,4,0 days 01:10:00
2025-02-22 05:30:45,3,0 days 00:10:00
2025-02-22 05:40:45,2,0 days 00:20:00
2025-02-22 06:00:45,3,0 days 00:40:00
2025-02-22 06:40:45,2,0 days 00:10:00
2025-02-22 06:50:45,3,0 days 00:10:00
2025-02-22 07:00:45,4,0 days 01:20:00
2025-02-22 08:20:45,3,0 days 00:10:00
2025-02-22 08:30:45,2,0 days 00:10:00
2025-02-22 08:40:45,4,0 days 00:50:00
2025-02-22 09:30:45,3,0 days 00:30:00
2025-02-22 10:00:45,2,0 days 00:20:00
2025-02-22 10:20:45,3,0 days 00:40:00
2025-02-22 11:00:45,4,0 days 00:10:00
2025-02-22 11:10:45,3,0 days 00:40:00
2025-02-22 11:50:45,2,0 days 00:30:00
2025-02-22 12:20:45,3,0 days 00:20:00
2025-02-22 12:40:45,4,0 days 01:20:00
2025-02-22 14:00:45,3,0 days 00:10:00
2025-02-22 14:10:45,2,0 days 00:10:00
2025-02-22 14:20:45,3,0 days 00:30:00
2025-02-22 14:50:45,2,0 days 00:10:00
2025-02-22 15:00:45,3,0 days 00:40:00
2025-02-22 15:40:45,4,0 days 01:00:00
2025-02-22 16:40:45,3,0 days 00:30:00
2025-02-22 17:10:45,2,0 days 00:10:00
2025-02-22 17:20:45,1,0 days 00:10:00
2025-02-22 17:30:45,2,0 days 00:30:00
2025-02-22 18:00:45,3,0 days 00:10:00
2025-02-22 18:10:45,4,0 days 00:30:00
2025-02-22 18:40:45,3,0 days 00:20:00
2025-02-22 19:00:45,2,0 days 00:20:00
2025-02-22 19:20:45,3,0 days 00:40:00
2025-02-22 20:00:45,4,0 days 00:20:00
2025-02-22 20:20:45,3,0 days 00:20:00
2025-02-22 20:40:45,2,0 days 00:30:00
2025-02-22 21:10:45,3,0 days 00:10:00
2025-02-22 21:20:45,4,0 days 00:20:00
2025-02-22 21:40:45,3,0 days 00:40:00
2025-02-22 22:20:45,4,0 days 00:40:00
2025-02-22 23:00:45,3,0 days 00:10:00
2025-02-22 23:10:45,2,0 days 00:30:00
2025-02-22 23:40:45,3,0 days 00:10:00
2025-02-22 23:50:45,4,0 days 00:30:00
2025-02-23 00:20:45,3,0 days 00:40:00
2025-02-23 01:00:45,2,0 days 00:10:00
2025-02-23 01:10:45,3,0 days 00:30:00
2025-02-23 01:40:45,4,0 days 00:20:00
2025-02-23 02:00:45,3,0 days 00:50:00
2025-02-23 02:50:45,4,0 days 00:20:00
2025-02-23 03:10:45,3,0 days 01:00:00
2025-02-23 04:10:45,4,0 days 00:30:00
2025-02-23 04:40:45,3,0 days 00:10:00
2025-02-23 04:50:45,2,0 days 00:10:00
2025-02-23 05:00:45,4,0 days 00:40:00
2025-02-23 05:40:45,3,0 days 00:20:00
2025-02-23 06:00:45,4,0 days 00:20:00
2025-02-23 06:20:45,3,0 days 00:20:00
2025-02-23 06:40:45,2,0 days 00:20:00
2025-02-23 07:00:45,3,0 days 00:20:00
2025-02-23 07:20:45,4,0 days 00:20:00
2025-02-23 07:40:45,3,0 days 00:20:00
2025-02-23 08:00:45,4,0 days 00:10:00
2025-02-23 08:10:45,3,0 days 00:10:00
2025-02-23 08:20:45,4,0 days 00:20:00
2025-02-23 08:40:45,3,0 days 00:30:00
2025-02-23 09:10:45,2,0 days 00:10:00
2025-02-23 09:20:45,3,0 days 00:10:00
2025-02-23 09:30:45,2,0 days 00:50:00
2025-02-23 10:20:45,4,0 days 00:10:00
2025-02-23 10:30:45,3,0 days 00:30:00
2025-02-23 11:00:45,4,0 days 01:00:00
2025-02-23 12:00:45,3,0 days 00:10:00
2025-02-23 12:10:45,2,0 days 00:30:00
2025-02-23 12:40:45,3,0 days 00:10:00
2025-02-23 12:50:45,2,0 days 00:10:00
2025-02-23 13:00:45,3,0 days 00:10:00
2025-02-23 13:10:45,4,0 days 01:10:00
2025-02-23 14:20:45,3,0 days 00:20:00
2025-02-23 14:40:45,2,0 days 00:20:00
2025-02-23 15:00:45,3,0 days 00:10:00
2025-02-23 15:10:45,2,0 days 00:20:00
2025-02-23 15:30:45,3,0 days 00:10:00
2025-02-23 15:40:45,4,0 days 00:30:00
2025-02-23 16:10:45,3,0 days 01:00:00
2025-02-23 17:10:45,4,0 days 00:40:00
2025-02-23 17:50:45,3,0 days 00:30:00
2025-02-23 18:20:45,2,0 days 00:30:00
2025-02-23 18:50:45,3,0 days 00:30:00
2025-02-23 19:20:45,4,0 days 00:10:00
2025-02-23 19:30:45,3,0 days 00:20:00
2025-02-23 19:50:45,4,0 days 00:10:00
2025-02-23 20:00:45,3,0 days 00:20:00
2025-02-23 20:20:45,4,0 days 00:20:00
2025-02-23 20:40:45,3,0 days 01:50:00
2025-02-23 22:30:45,2,0 days 00:20:00
2025-02-23 22:50:45,3,0 days 00:10:00
2025-02-23 23:00:45,4,0 days 00:30:00
2025-02-23 23:30:45,3,0 days 00:40:00
2025-02-24 00:10:45,4,0 days 00:30:00
2025-02-24 00:40:45,3,0 days 00:10:00
2025-02-24 00:50:45,2,0 days 00:10:00
2025-02-24 01:00:45,4,0 days 00:40:00
2025-02-24 01:40:45,3,0 days 00:20:00
2025-02-24 02:00:45,4,0 days 00:10:00
2025-02-24 02:10:45,3,0 days 00:40:00
2025-02-24 02:50:45,2,0 days 00:20:00
2025-02-24 03:10:45,3,0 days 00:10:00
2025-02-24 03:20:45,2,0 days 00:20:00
2025-02-24 03:40:45,4,0 days 00:50:00
2025-02-24 04:30:45,3,0 days 00:20:00
2025-02-24 04:50:45,4,0 days 00:20:00
2025-02-24 05:10:45,3,0 days 00:10:00
2025-02-24 05:20:45,4,0 days 00:30:00
2025-02-24 05:50:45,2,0 days 00:10:00
2025-02-24 06:00:45,3,0 days 00:40:00
2025-02-24 06:40:45,2,0 days 00:10:00
2025-02-24 06:50:45,3,0 days 00:20:00
2025-02-24 07:10:45,2,0 days 00:10:00
2025-02-24 07:20:45,3,0 days 00:20:00
2025-02-24 07:40:45,4,0 days 01:30:00
2025-02-24 09:10:45,3,0 days 00:30:00
2025-02-24 09:40:45,2,0 days 00:50:00
2025-02-24 10:30:45,3,0 days 00:50:00
2025-02-24 11:20:45,2,0 days 00:30:00
2025-02-24 11:50:45,3,0 days 00:20:00
2025-02-24 12:10:45,4,0 days 01:00:00
2025-02-24 13:10:45,1,0 days 00:30:00
2025-02-24 13:40:45,3,0 days 00:30:00
2025-02-24 14:10:45,4,0 days 00:30:00
2025-02-24 14:40:45,3,0 days 00:40:00
2025-02-24 15:20:45,4,0 days 00:20:00
2025-02-24 15:40:45,3,0 days 00:30:00
2025-02-24 16:10:45,2,0 days 00:20:00
2025-02-24 16:30:45,3,0 days 00:20:00
2025-02-24 16:50:45,2,0 days 00:10:00
2025-02-24 17:00:45,3,0 days 00:20:00
2025-02-24 17:20:45,4,0 days 00:30:00
2025-02-24 17:50:45,3,0 days 00:40:00
2025-02-24 18:30:45,4,0 days 00:10:00
2025-02-24 18:40:45,3,0 days 01:50:00
2025-02-24 20:30:45,2,0 days 00:20:00
2025-02-24 20:50:45,4,0 days 01:30:00
2025-02-24 22:20:45,3,0 days 00:30:00
2025-02-24 22:50:45,2,0 days 00:10:00
2025-02-24 23:00:45,3,0 days 00:20:00
2025-02-24 23:20:45,2,0 days 00:30:00
2025-02-24 23:50:45,3,0 days 00:20:00
2025-02-25 00:10:45,4,0 days 00:20:00
2025-02-25 00:30:45,3,0 days 00:20:00
2025-02-25 00:50:45,4,0 days 00:30:00
2025-02-25 01:20:45,3,0 days 00:10:00
2025-02-25 01:30:45,2,0 days 00:30:00
2025-02-25 02:00:45,3,0 days 00:30:00
2025-02-25 02:30:45,4,0 days 01:00:00
2025-02-25 03:30:45,3,0 days 00:10:00
2025-02-25 03:40:45,2,0 days 00:10:00
2025-02-25 03:50:45,1,0 days 00:20:00
2025-02-25 04:10:45,2,0 days 00:10:00
2025-02-25 04:20:45,3,0 days 00:20:00
2025-02-25 04:40:45,4,0 days 00:40:00
2025-02-25 05:20:45,3,0 days 00:10:00
2025-02-25 05:30:45,2,0 days 00:30:00
2025-02-25 06:00:45,3,0 days 00:30:00
2025-02-25 06:30:45,4,0 days 00:40:00
2025-02-25 07:10:45,3,0 days 00:10:00
2025-02-25 07:20:45,4,0 days 00:10:00
2025-02-25 07:30:45,3,0 days 01:20:00
2025-02-25 08:50:45,4,0 days 02:10:00
2025-02-25 11:00:45,3,0 days 00:10:00
2025-02-25 11:10:45,4,0 days 01:20:00
2025-02-25 12:30:45,3,0 days 00:30:00
2025-02-25 13:00:45,2,0 days 00:40:00
2025-02-25 13:40:45,3,0 days 00:50:00
2025-02-25 14:30:45,4,0 days 01:50:00
2025-02-25 16:20:45,3,0 days 01:00:00
2025-02-25 17:20:45,4,0 days 00:50:00
2025-02-25 18:10:45,3,0 days 00:50:00
2025-02-25 19:00:45,2,0 days 00:30:00
2025-02-25 19:30:45,3,0 days 00:10:00
2025-02-25 19:40:45,4,0 days 00:30:00
2025-02-25 20:10:45,3,0 days 00:20:00
2025-02-25 20:30:45,2,0 days 00:20:00
2025-02-25 20:50:45,4,0 days 00:20:00
2025-02-25 21:10:45,3,0 days 00:30:00
2025-02-25 21:40:45,4,0 days 00:40:00
2025-02-25 22:20:45,3,0 days 00:40:00
2025-02-25 23:00:45,4,0 days 00:30:00
2025-02-25 23:30:45,3,0 days 00:30:00
2025-02-26 00:00:45,4,0 days 00:20:00
2025-02-26 00:20:45,3,0 days 00:30:00
2025-02-26 00:50:45,4,0 days 00:30:00
2025-02-26 01:20:45,3,0 days 00:50:00
2025-02-26 02:10:45,2,0 days 00:20:00
2025-02-26 02:30:45,3,0 days 00:10:00
2025-02-26 02:40:45,2,0 days 00:10:00
2025-02-26 02:50:45,4,0 days 01:10:00
2025-02-26 04:00:45,3,0 days 00:40:00
2025-02-26 04:40:45,2,0 days 00:20:00
2025-02-26 05:00:45,3,0 days 00:30:00
2025-02-26 05:30:45,4,0 days 00:30:00
2025-02-26 06:00:45,3,0 days 00:20:00
2025-02-26 06:20:45,2,0 days 00:10:00
2025-02-26 06:30:45,3,0 days 00:40:00
2025-02-26 07:10:45,4,0 days 00:50:00
2025-02-26 08:00:45,3,0 days 00:20:00
2025-02-26 08:20:45,2,0 days 00:10:00
2025-02-26 08:30:45,1,0 days 00:20:00
2025-02-26 08:50:45,2,0 days 00:30:00
2025-02-26 09:20:45,3,0 days 00:20:00
2025-02-26 09:40:45,4,0 days 00:30:00
2025-02-26 10:10:45,3,0 days 00:20:00
2025-02-26 10:30:45,2,0 days 00:10:00
2025-02-26 10:40:45,3,0 days 00:10:00
2025-02-26 10:50:45,4,0 days 00:10:00
2025-02-26 11:00:45,3,0 days 00:20:00
2025-02-26 11:20:45,4,0 days 01:20:00
2025-02-26 12:40:45,3,0 days 00:10:00
2025-02-26 12:50:45,2,0 days 00:10:00
2025-02-26 13:00:45,3,0 days 01:30:00
2025-02-26 14:30:45,4,0 days 00:20:00
2025-02-26 14:50:45,3,0 days 00:30:00
2025-02-26 15:20:45,2,0 days 00:10:00
2025-02-26 15:30:45,1,0 days 00:10:00
2025-02-26 15:40:45,2,0 days 00:10:00
2025-02-26 15:50:45,3,0 days 00:10:00
2025-02-26 16:00:45,4,0 days 01:10:00
2025-02-26 17:10:45,3,0 days 00:30:00
2025-02-26 17:40:45,2,0 days 00:10:00
2025-02-26 17:50:45,3,0 days 00:20:00
2025-02-26 18:10:45,4,0 days 00:10:00
2025-02-26 18:20:45,3,0 days 00:20:00
2025-02-26 18:40:45,4,0 days 00:30:00
2025-02-26 19:10:45,3,0 days 00:20:00
2025-02-26 19:30:45,2,0 days 00:10:00
2025-02-26 19:40:45,3,0 days 00:20:00
2025-02-26 20:00:45,4,0 days 01:00:00
2025-02-26 21:00:45,3,0 days 00:20:00
2025-02-26 21:20:45,2,0 days 00:20:00
2025-02-26 21:40:45,3,0 days 00:20:00
2025-02-26 22:00:45,4,0 days 00:20:00
2025-02-26 22:20:45,3,0 days 00:10:00
2025-02-26 22:30:45,1,0 days 00:10:00
2025-02-26 22:40:45,2,0 days 00:20:00
2025-02-26 23:00:45,4,0 days 00:40:00
2025-02-26 23:40:45,3,0 days 00:20:00
2025-02-27 00:00:45,2,0 days 00:10:00
2025-02-27 00:10:45,3,0 days 01:10:00
2025-02-27 01:20:45,2,0 days 00:50:00
2025-02-27 02:10:45,3,0 days 00:10:00
2025-02-27 02:20:45,4,0 days 00:30:00
2025-02-27 02:50:45,2,0 days 00:10:00
2025-02-27 03:00:45,3,0 days 00:10:00
2025-02-27 03:10:45,4,0 days 00:20:00
2025-02-27 03:30:45,3,0 days 00:30:00
2025-02-27 04:00:45,4,0 days 00:20:00
2025-02-27 04:20:45,3,0 days 00:40:00
2025-02-27 05:00:45,2,0 days 00:10:00
2025-02-27 05:10:45,4,0 days 00:20:00
2025-02-27 05:30:45,3,0 days 00:50:00
2025-02-27 06:20:45,2,0 days 00:10:00
2025-02-27 06:30:45,3,0 days 00:40:00
2025-02-27 07:10:45,4,0 days 00:50:00
2025-02-27 08:00:45,3,0 days 00:50:00
2025-02-27 08:50:45,2,0 days 00:40:00
2025-02-27 09:30:45,1,0 days 00:10:00
2025-02-27 09:40:45,2,0 days 00:10:00
2025-02-27 09:50:45,3,0 days 00:30:00
2025-02-27 10:20:45,4,0 days 00:40:00
2025-02-27 11:00:45,3,0 days 00:20:00
2025-02-27 11:20:45,2,0 days 00:10:00
2025-02-27 11:30:45,1,0 days 00:20:00
2025-02-27 11:50:45,3,0 days 00:20:00
2025-02-27 12:10:45,4,0 days 01:00:00
2025-02-27 13:10:45,3,0 days 00:10:00
2025-02-27 13:20:45,4,0 days 00:10:00
2025-02-27 13:30:45,3,0 days 00:30:00
2025-02-27 14:00:45,4,0 days 01:40:00
2025-02-27 15:40:45,2,0 days 00:20:00
2025-02-27 16:00:45,3,0 days 00:20:00
2025-02-27 16:20:45,4,0 days 00:10:00
2025-02-27 16:30:45,3,0 days 00:20:00
2025-02-27 16:50:45,2,0 days 00:20:00
2025-02-27 17:10:45,4,0 days 16:00:00
2025-02-28 09:10:45,3,0 days 00:40:00
2025-02-28 09:50:45,4,0 days 00:50:00
2025-02-28 10:40:45,2,0 days 00:10:00
2025-02-28 10:50:45,1,0 days 00:10:00
2025-02-28 11:00:45,2,0 days 00:30:00
2025-02-28 11:30:45,3,0 days 00:20:00
2025-02-28 11:50:45,4,0 days 00:30:00
2025-02-28 12:20:45,3,0 days 01:00:00
2025-02-28 13:20:45,4,0 days 00:10:00
2025-02-28 13:30:45,3,0 days 00:40:00
2025-02-28 14:10:45,2,0 days 00:10:00
2025-02-28 14:20:45,3,0 days 00:20:00
2025-02-28 14:40:45,4,0 days 00:20:00
2025-02-28 15:00:45,3,0 days 00:20:00
2025-02-28 15:20:45,2,0 days 00:20:00
2025-02-28 15:40:45,3,0 days 00:30:00
2025-02-28 16:10:45,4,0 days 00:10:00
2025-02-28 16:20:45,3,0 days 00:10:00
2025-02-28 16:30:45,4,0 days 00:10:00
2025-02-28 16:40:45,3,0 days 00:30:00
2025-02-28 17:10:45,4,0 days 00:30:00
2025-02-28 17:40:45,2,0 days 00:30:00
2025-02-28 18:10:45,3,0 days 00:10:00
2025-02-28 18:20:45,2,0 days 00:20:00
2025-02-28 18:40:45,3,0 days 00:30:00
2025-02-28 19:10:45,4,0 days 00:10:00
2025-02-28 19:20:45,3,0 days 01:00:00
2025-02-28 20:20:45,4,0 days 00:10:00
2025-02-28 20:30:45,3,0 days 00:20:00
2025-02-28 20:50:45,2,0 days 00:20:00
2025-02-28 21:10:45,3,0 days 00:20:00
2025-02-28 21:30:45,4,0 days 00:50:00
2025-02-28 22:20:45,3,0 days 00:10:00
2025-02-28 22:30:45,2,0 days 00:20:00
2025-02-28 22:50:45,3,0 days 00:10:00
2025-02-28 23:00:45,4,0 days 01:20:00
2025-03-01 00:20:45,3,0 days 00:10:00
2025-03-01 00:30:45,2,0 days 00:20:00
2025-03-01 00:50:45,3,0 days 00:30:00
2025-03-01 01:20:45,4,0 days 00:20:00
2025-03-01 01:40:45,3,0 days 00:30:00
2025-03-01 02:10:45,4,0 days 00:50:00
2025-03-01 03:00:45,3,0 days 00:20:00
2025-03-01 03:20:45,2,0 days 00:40:00
2025-03-01 04:00:45,1,0 days 00:10:00
2025-03-01 04:10:45,2,0 days 00:10:00
2025-03-01 04:20:45,3,0 days 00:10:00
2025-03-01 04:30:45,4,0 days 00:20:00
2025-03-01 04:50:45,3,0 days 00:50:00
2025-03-01 05:40:45,2,0 days 00:10:00
2025-03-01 05:50:45,3,0 days 00:40:00
2025-03-01 06:30:45,4,0 days 00:10:00
2025-03-01 06:40:45,3,0 days 00:10:00
2025-03-01 06:50:45,4,0 days 00:10:00
2025-03-01 07:00:45,3,0 days 01:00:00
2025-03-01 08:00:45,4,0 days 00:10:00
2025-03-01 08:10:45,3,0 days 00:10:00
2025-03-01 08:20:45,4,0 days 01:00:00
2025-03-01 09:20:45,3,0 days 00:30:00
2025-03-01 09:50:45,2,0 days 00:10:00
2025-03-01 10:00:45,3,0 days 00:50:00
2025-03-01 10:50:45,4,0 days 00:30:00
2025-03-01 11:20:45,3,0 days 00:30:00
2025-03-01 11:50:45,4,0 days 00:20:00
2025-03-01 12:10:45,3,0 days 00:50:00
2025-03-01 13:00:45,4,0 days 00:10:00
2025-03-01 13:10:45,3,0 days 00:10:00
2025-03-01 13:20:45,4,0 days 00:20:00
2025-03-01 13:40:45,3,0 days 00:30:00
2025-03-01 14:10:45,2,0 days 00:30:00
2025-03-01 14:40:45,3,0 days 00:10:00
2025-03-01 14:50:45,4,0 days 00:10:00
2025-03-01 15:00:45,3,0 days 00:20:00
2025-03-01 15:20:45,4,0 days 01:30:00
2025-03-01 16:50:45,3,0 days 00:10:00
2025-03-01 17:00:45,2,0 days 00:20:00
2025-03-01 17:20:45,3,0 days 00:40:00
2025-03-01 18:00:45,4,0 days 00:40:00
2025-03-01 18:40:45,3,0 days 00:40:00
2025-03-01 19:20:45,4,0 days 00:30:00
2025-03-01 19:50:45,1,0 days 00:20:00
2025-03-01 20:10:45,3,0 days 00:40:00
2025-03-01 20:50:45,4,0 days 00:30:00
2025-03-01 21:20:45,3,0 days 00:20:00
2025-03-01 21:40:45,2,0 days 00:10:00
2025-03-01 21:50:45,3,0 days 00:20:00
2025-03-01 22:10:45,4,0 days 00:30:00
2025-03-01 22:40:45,3,0 days 00:30:00
2025-03-01 23:10:45,4,0 days 01:10:00
2025-03-02 00:20:45,3,0 days 00:10:00
2025-03-02 00:30:45,2,0 days 00:10:00
2025-03-02 00:40:45,3,0 days 01:00:00
2025-03-02 01:40:45,2,0 days 00:10:00
2025-03-02 01:50:45,3,0 days 00:20:00
2025-03-02 02:10:45,2,0 days 00:20:00
2025-03-02 02:30:45,3,0 days 00:50:00
2025-03-02 03:20:45,4,0 days 01:50:00
2025-03-02 05:10:45,3,0 days 00:10:00
2025-03-02 05:20:45,2,0 days 00:20:00
2025-03-02 05:40:45,3,0 days 00:40:00
2025-03-02 06:20:45,4,0 days 00:20:00
2025-03-02 06:40:45,3,0 days 00:10:00
2025-03-02 06:50:45,4,0 days 01:20:00
2025-03-02 08:10:45,3,0 days 00:10:00
2025-03-02 08:20:45,2,0 days 00:20:00
2025-03-02 08:40:45,3,0 days 00:30:00
2025-03-02 09:10:45,4,0 days 00:10:00
2025-03-02 09:20:45,2,0 days 00:50:00
2025-03-02 10:10:45,3,0 days 00:10:00
2025-03-02 10:20:45,4,0 days 00:30:00
2025-03-02 10:50:45,2,0 days 00:10:00
2025-03-02 11:00:45,3,0 days 00:30:00
2025-03-02 11:30:45,4,0 days 00:30:00
2025-03-02 12:00:45,3,0 days 00:20:00
2025-03-02 12:20:45,4,0 days 00:10:00
2025-03-02 12:30:45,2,0 days 00:10:00
2025-03-02 12:40:45,3,0 days 00:10:00
2025-03-02 12:50:45,4,0 days 00:40:00
2025-03-02 13:30:45,3,0 days 00:50:00
2025-03-02 14:20:45,4,0 days 00:30:00
2025-03-02 14:50:45,3,0 days 00:20:00
2025-03-02 15:10:45,2,0 days 00:30:00
2025-03-02 15:40:45,4,0 days 00:20:00
2025-03-02 16:00:45,3,0 days 00:30:00
2025-03-02 16:30:45,2,0 days 00:10:00
2025-03-02 16:40:45,3,0 days 00:20:00
2025-03-02 17:00:45,4,0 days 00:40:00
2025-03-02 17:40:45,2,0 days 00:30:00
2025-03-02 18:10:45,3,0 days 00:10:00
2025-03-02 18:20:45,4,0 days 00:50:00
2025-03-02 19:10:45,3,0 days 00:10:00
2025-03-02 19:20:45,4,0 days 00:50:00
2025-03-02 20:10:45,3,0 days 00:30:00
2025-03-02 20:40:45,2,0 days 00:10:00
2025-03-02 20:50:45,3,0 days 00:20:00
2025-03-02 21:10:45,2,0 days 00:10:00
2025-03-02 21:20:45,3,0 days 00:40:00
2025-03-02 22:00:45,4,0 days 00:50:00
2025-03-02 22:50:45,3,0 days 00:10:00
2025-03-02 23:00:45,2,0 days 00:20:00
2025-03-02 23:20:45,3,0 days 00:10:00
2025-03-02 23:30:45,2,0 days 00:10:00
2025-03-02 23:40:45,3,0 days 01:50:00
2025-03-03 01:30:45,4,0 days 00:20:00
2025-03-03 01:50:45,2,0 days 00:30:00
2025-03-03 02:20:45,3,0 days 00:10:00
2025-03-03 02:30:45,4,0 days 01:00:00
2025-03-03 03:30:45,3,0 days 01:00:00
2025-03-03 04:30:45,2,0 days 00:10:00
2025-03-03 04:40:45,3,0 days 00:30:00
2025-03-03 05:10:45,4,0 days 00:50:00
2025-03-03 06:00:45,3,0 days 01:10:00
2025-03-03 07:10:45,2,0 days 00:20:00
2025-03-03 07:30:45,3,0 days 00:20:00
2025-03-03 07:50:45,2,0 days 00:10:00
2025-03-03 08:00:45,4,0 days 01:40:00
2025-03-03 09:40:45,3,0 days 00:30:00
2025-03-03 10:10:45,4,0 days 00:30:00
2025-03-03 10:40:45,2,0 days 00:50:00
2025-03-03 11:30:45,3,0 days 00:10:00
2025-03-03 11:40:45,4,0 days 01:10:00
2025-03-03 12:50:45,3,0 days 00:30:00
2025-03-03 13:20:45,2,0 days 00:10:00
2025-03-03 13:30:45,1,0 days 00:30:00
2025-03-03 14:00:45,3,0 days 00:30:00
2025-03-03 14:30:45,4,0 days 00:30:00
2025-03-03 15:00:45,3,0 days 00:50:00
2025-03-03 15:50:45,2,0 days 00:50:00
2025-03-03 16:40:45,4,0 days 00:30:00
2025-03-03 17:10:45,3,0 days 00:30:00
2025-03-03 17:40:45,2,0 days 00:30:00
2025-03-03 18:10:45,4,0 days 00:50:00
2025-03-03 19:00:45,3,0 days 00:10:00
2025-03-03 19:10:45,1,0 days 00:10:00
2025-03-03 19:20:45,2,0 days 00:20:00
2025-03-03 19:40:45,3,0 days 00:20:00
2025-03-03 20:00:45,4,0 days 00:50:00
2025-03-03 20:50:45,3,0 days 00:20:00
2025-03-03 21:10:45,4,0 days 00:20:00
2025-03-03 21:30:45,3,0 days 01:00:00
2025-03-03 22:30:45,4,0 days 00:20:00
2025-03-03 22:50:45,3,0 days 00:40:00
2025-03-03 23:30:45,2,0 days 00:30:00
2025-03-04 00:00:45,3,0 days 00:30:00
2025-03-04 00:30:45,2,0 days 00:10:00
2025-03-04 00:40:45,3,0 days 00:10:00
2025-03-04 00:50:45,4,0 days 00:20:00
2025-03-04 01:10:45,3,0 days 00:20:00
2025-03-04 01:30:45,4,0 days 00:50:00
